InvoiceNo,SKU,Quantity,Discount,Order Date,Order Month,Order Year,Customer ID,Payment Method,SalesChannel,Shipping Date,Shipping Month,Shipping Year,Product Category,Subcategory,Season,Product Gender,Price,Cost,Country,Customer Name,Customer Gender,Age,ShipmentProvider,Warehouse,Priority
114370,ACC-AW-M-600412120,"	1",0.3,2/12/2020,12,2020,60748, Cash ,On Line ,9\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Netherlands,Timo Tielemans,@female,60,FedEx,Amsterdam,Medium
114449,ACC-AW-M-600412120,"	1",0.3,27/12/2020,12,2020,36601, Credit Card ,On Line,29\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,United Kingdom,Ms Zoe Walker,@male,45,DHL,London,High
114674,ACC-AW-M-600412120,"	1",0.3,15/12/2020,12,2020,29770, Credit Card ,On Line,22\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Spain,Ariadna Villegas Moya,@female,29,DHL,Paris,Medium
106793,ACC-AW-M-600412120,"	1",0.2,21/7/2020,7,2020,74472,Credit Card ,On Line,2\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Sweden,Peter Karlsson,@male,41,DHL,Berlin,Low
107065,ACC-AW-M-600412120,"	1",0.2,8/7/2020,7,2020,30313, Cash ,On Line ,7/17/2020,7,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Belgium,lisabeth-Josette Dubois,Female,31,DHL,Berlin,Low
108931,ACC-AW-M-600412120,"	1",0.2,1/10/2020,10,2020,75815,Credit Card ,On Line ,2\10\2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,United States,John Wilson,@male,21,FedEx,Amsterdam,High
109577,ACC-AW-M-600412120,"	1",0.2,26/10/2020,10,2020,93544,paypall ,On Line,10/27/2020,10,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Norway,Karin Strm,Female,50,FedEx,Berlin,High
109680,ACC-AW-M-600412120,"	1",0.2,21/10/2020,10,2020,12651,paypall,On Line ,28\10\2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Portugal,Valentina Nascimento,@female,24,UPS,Paris,Medium
109713,ACC-AW-M-600412120,"	1",0.2,7/10/2020,10,2020,61531, paypall,On Line,19\10\2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Netherlands,Lisanne Lambregt,@female,35,FedEx,Amsterdam,Low
109783,ACC-AW-M-600412120,"	1",0.2,15/10/2020,10,2020,31846,paypall ,On Line,22\10\2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Norway,Trond Andresen,@male,18,UPS,Berlin,Medium
103666,ACC-AW-M-600412120,"	1",0.05,22/4/2020,4,2020,17962,Credit Card,On Line,5/3/2020,5,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Australia,Kelly Pierce,@female,57,UPS,Amsterdam,Low
103438,ACC-AW-M-600412120,"	1",0.05,5/4/2020,4,2020,80322,Credit Card,On Line ,4/14/2020,4,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Belgium,Tristan Neveu,Male,28,DHL,Berlin,Low
104558,ACC-AW-M-600412120,"	1",0.05,5/4/2020,4,2020,34877, Credit Card ,On Line ,6\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,France,Nol-Daniel Delannoy,@male,22,UPS,Paris,High
104297,ACC-AW-M-600412120,"	1",0.05,1/4/2020,4,2020,34672, paypall,On Line ,13\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,United Kingdom,Mr Tony Price,@male,30,DHL,London,Low
105819,ACC-AW-M-600412120,"	1",0.15,26/6/2020,6,2020,83015,Credit Card,On Line ,27\6\2020,6,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,France,Anouk Tanguy-Nicolas,Female,49,FedEx,Paris,High
106401,ACC-AW-M-600412120,"	1",0.15,5/6/2020,6,2020,36060,Cash ,On Line,6/12/2020,6,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,United States,Jeffrey Lewis,Male,20,DHL,Amsterdam,Medium
107569,ACC-AW-M-600412120,"	1",0.25,28/8/2020,8,2020,37187, Cash ,On Line,9/4/2020,9,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Norway,Frode Engen,@female,54,UPS,Berlin,Medium
107807,ACC-AW-M-600412120,"	1",0.25,2/8/2020,8,2020,46904, Credit Card ,On Line,13\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,United Kingdom,Mr Peter Ward,Male,38,UPS,London,Low
107858,ACC-AW-M-600412120,"	1",0.25,23/8/2020,8,2020,75288, Credit Card ,On Line,8/24/2020,8,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,United Kingdom,Danny Johnson,Male,42,FedEx,London,High
107929,ACC-AW-M-600412120,"	1",0.25,1/8/2020,8,2020,81561, Credit Card ,On Line,2\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Norway,Arild Haugland,Female,31,FedEx,Berlin,High
108173,ACC-AW-M-600412120,"	1",0.25,20/8/2020,8,2020,87969, paypall,On Line ,8/29/2020,8,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Belgium,Marthe Traore Le Barre,Female,57,DHL,Berlin,Low
101782,ACC-AW-M-600412120,"	1",0.1,17/3/2020,3,2020,44089, paypall ,On Line,3/28/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Portugal,Victria Gaspar,Female,55,FedEx,Paris,Low
101220,ACC-AW-M-600412120,"	1",0.1,1/3/2020,3,2020,22497, paypall ,On Line,4\3\2020,3,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Italy,Isa Malatesta,Female,59,DHL,Rome,High
101827,ACC-AW-M-600412120,"	1",0.1,28/3/2020,3,2020,26437, paypall ,On Line,4\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Spain,Aitor Arribas,Male,26,DHL,Paris,Medium
105494,ACC-AW-M-600412120,"	1",0.1,10/5/2020,5,2020,35001, paypall,On Line ,5/16/2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Italy,Viridiana Toscani,Female,26,FedEx,Rome,Medium
102831,ACC-AW-M-600412120,"	1",0.1,18/3/2020,3,2020,50793,paypall,On Line,3/25/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Norway,Ingrid Nielsen,@male,58,FedEx,Berlin,Medium
102938,ACC-AW-M-600412120,"	1",0.1,17/3/2020,3,2020,56567, paypall ,On Line ,3/18/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,United States,Mandy Martinez,@female,36,FedEx,Amsterdam,High
108852,ACC-AW-M-600412120,"	1",0.1,27/9/2020,9,2020,19412, paypall ,On Line,10/5/2020,10,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Italy,Milena Dandolo,@female,28,DHL,Rome,Low
101714,ACC-AW-M-600412120,"	1",0.1,19/3/2020,3,2020,57999, Cash ,On Line ,25\3\2020,3,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Italy,Sig.ra Beatrice Zichichi,Female,47,FedEx,Rome,Medium
105366,ACC-AW-M-600412120,"	1",0.1,5/5/2020,5,2020,85701, Cash,On Line,5/13/2020,5,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,United States,Adam Cook,Male,50,FedEx,Amsterdam,Low
108407,ACC-AW-M-600412120,"	1",0.1,24/9/2020,9,2020,86498, Cash,On Line,9/26/2020,9,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Portugal,Isabel Pires,@female,46,DHL,Paris,High
102071,ACC-AW-M-600412120,"	1",0.1,9/3/2020,3,2020,93019,Credit Card ,On Line ,3/18/2020,3,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,France,Zacharie Mercier,@male,52,DHL,Paris,Low
105001,ACC-AW-M-600412120,"	1",0.1,15/5/2020,5,2020,72394, Credit Card ,On Line ,22\5\2020,5,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Germany,Murat Boucsein,@male,41,DHL,Berlin,Medium
101564,ACC-AW-M-600412120,"	1",0.1,8/3/2020,3,2020,12398, Credit Card ,On Line,3/9/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Spain,Hernando Losada Gallo,Male,27,DHL,Paris,High
101638,ACC-AW-M-600412120,"	1",0.1,31/3/2020,3,2020,29703, Credit Card ,On Line ,4/6/2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,32,15.0068932,Norway,Tone Bakken,@male,31,DHL,Berlin,Medium
105329,ACC-AW-M-600412120,"	1",0.1,27/5/2020,5,2020,76716, Credit Card ,On Line,6/10/2020,6,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Portugal,Kvim Magalhes-Alves,Male,21,DHL,Paris,Low
109431,ACC-AW-M-600412120,"	1",0.1,1/9/2020,9,2020,51587,Credit Card,On Line,9/9/2020,9,2020,Accessories,Scarves,Autumn/Winter,male,32,15.0068932,Norway,Maria Svendsen,Male,57,UPS,Berlin,Low
100515,ACC-AW-M-600412130,"	1",0.4,25/1/2020,1,2020,92248,paypall ,On Line ,26\1\2020,1,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,France,Lucas Chevallier de la De Sousa,Male,54,FedEx,Paris,High
110729,ACC-AW-M-600412130,"	1",0.4,14/11/2020,11,2020,28487,paypall ,On Line ,21\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Netherlands,Mia van Herstal,Female,22,FedEx,Amsterdam,Medium
111852,ACC-AW-M-600412130,"	1",0.4,29/11/2020,11,2020,61758,paypall,On Line ,12/13/2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Norway,Johannes Johannessen,@female,20,FedEx,Berlin,Low
112667,ACC-AW-M-600412130,"	1",0.4,8/11/2020,11,2020,56536, paypall,On Line ,9\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Spain,Balduino Alcntara Palmer,Male,60,DHL,Paris,High
112832,ACC-AW-M-600412130,"	1",0.4,11/11/2020,11,2020,66675,paypall ,On Line,20\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United States,Sandra Reyes,@female,58,UPS,Amsterdam,Low
100549,ACC-AW-M-600412130,"	1",0.4,24/1/2020,1,2020,88364, Credit Card,On Line ,1/27/2020,1,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Germany,Univ.Prof. Doris Mende,Female,54,FedEx,Berlin,High
110699,ACC-AW-M-600412130,"	1",0.4,14/11/2020,11,2020,67112,Credit Card ,On Line ,11/20/2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Sweden,Margareta Olsson,@female,57,FedEx,Berlin,Medium
111825,ACC-AW-M-600412130,"	1",0.4,21/11/2020,11,2020,97573,Credit Card ,On Line,28\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Netherlands,Berat van Orleans,Male,24,FedEx,Amsterdam,Medium
111865,ACC-AW-M-600412130,"	1",0.4,16/11/2020,11,2020,12851,Credit Card,On Line ,11/18/2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Spain,Macaria de Amaya,@female,51,FedEx,Paris,High
112839,ACC-AW-M-600412130,"	1",0.4,14/11/2020,11,2020,96732,Credit Card,On Line ,20\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Portugal,Carlos Gonalves,Male,30,DHL,Paris,Medium
110203,ACC-AW-M-600412130,"	1",0.4,30/11/2020,11,2020,79029,Cash,On Line,8\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Portugal,Madalena da Valente,@female,25,UPS,Paris,Low
110954,ACC-AW-M-600412130,"	1",0.4,21/11/2020,11,2020,77096, Cash ,On Line,1\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United States,Shannon Davis,@female,50,DHL,Amsterdam,Low
111877,ACC-AW-M-600412130,"	1",0.4,14/11/2020,11,2020,49644, Cash,On Line ,11/22/2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Portugal,Leonor Martins,Female,50,UPS,Paris,Low
112019,ACC-AW-M-600412130,"	1",0.4,8/11/2020,11,2020,62795, Cash ,On Line,15\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Sweden,Niclas Hansson,Male,55,DHL,Berlin,Medium
112104,ACC-AW-M-600412130,"	1",0.4,27/11/2020,11,2020,40822, Cash,On Line ,30\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Portugal,Helena Leal,@female,18,FedEx,Paris,High
112542,ACC-AW-M-600412130,"	1",0.4,7/11/2020,11,2020,81085, Cash,On Line,11/19/2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Sweden,Elisabeth Malmberg,Female,32,DHL,Berlin,Low
114906,ACC-AW-M-600412130,"	1",0.3,18/12/2020,12,2020,66413,Cash ,On Line,28\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Belgium,Marianne Guyot,Female,59,UPS,Berlin,Low
114917,ACC-AW-M-600412130,"	1",0.3,13/12/2020,12,2020,18621, Credit Card ,On Line,12/21/2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,France,Olivie Antoine,@female,32,FedEx,Paris,Low
114928,ACC-AW-M-600412130,"	1",0.3,21/12/2020,12,2020,74012, Cash,On Line,23\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Portugal,Frederico Maia,Male,45,UPS,Paris,High
113391,ACC-AW-M-600412130,"	1",0.3,6/12/2020,12,2020,35983, paypall ,On Line ,12/13/2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Netherlands,Fem van Munster,Male,52,FedEx,Amsterdam,Medium
114117,ACC-AW-M-600412130,"	1",0.3,26/12/2020,12,2020,26135, paypall ,On Line ,9\1\2021,1,2021,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Spain,Florencio Tomas-Haro,Male,20,FedEx,Paris,Low
114717,ACC-AW-M-600412130,"	1",0.3,15/12/2020,12,2020,76712,paypall ,On Line ,18\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Portugal,Igor Machado-Amorim,Male,45,FedEx,Paris,High
114908,ACC-AW-M-600412130,"	1",0.3,31/12/2020,12,2020,72829,paypall,On Line ,1\1\2021,1,2021,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,France,Olivie-Sophie Maury,Female,34,UPS,Paris,High
106630,ACC-AW-M-600412130,"	1",0.2,26/7/2020,7,2020,84925,Cash ,On Line ,5\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,United Kingdom,Graeme Adams,@male,34,FedEx,London,Low
107146,ACC-AW-M-600412130,"	1",0.2,3/7/2020,7,2020,45976, paypall ,On Line,7/15/2020,7,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Australia,Matthew Miranda PhD,Male,28,FedEx,Amsterdam,Low
109535,ACC-AW-M-600412130,"	1",0.2,16/10/2020,10,2020,31140, paypall,On Line,10/17/2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,United States,Erin Watts,@female,56,FedEx,Amsterdam,High
109897,ACC-AW-M-600412130,"	1",0.2,19/10/2020,10,2020,79410,Credit Card ,On Line,10/23/2020,10,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Netherlands,Fline de Nijs,Male,24,UPS,Amsterdam,Medium
103584,ACC-AW-M-600412130,"	1",0.05,26/4/2020,4,2020,48893,Credit Card ,On Line ,4/27/2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Norway,Karen-Emilie Thomassen,Male,46,UPS,Berlin,High
103509,ACC-AW-M-600412130,"	1",0.05,18/4/2020,4,2020,44551, Cash,On Line ,19\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,France,douard-Auguste Seguin,@male,59,FedEx,Paris,High
104446,ACC-AW-M-600412130,"	1",0.05,3/4/2020,4,2020,70366,Cash,On Line,4\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,France,Anas Prvost,Female,38,UPS,Paris,High
104040,ACC-AW-M-600412130,"	1",0.05,21/4/2020,4,2020,91826, Credit Card,On Line ,4/22/2020,4,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Norway,Lars Johannessen,@male,50,FedEx,Berlin,High
104417,ACC-AW-M-600412130,"	1",0.05,20/4/2020,4,2020,45210,Cash,On Line ,23\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Portugal,Rita Oliveira,Female,47,FedEx,Paris,High
103490,ACC-AW-M-600412130,"	1",0.05,19/4/2020,4,2020,16447, paypall ,On Line,4/27/2020,4,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United States,Jack Tapia,@male,45,FedEx,Amsterdam,Low
103835,ACC-AW-M-600412130,"	1",0.05,27/4/2020,4,2020,50784, paypall,On Line ,5/3/2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Portugal,Antnio Silva,Male,45,DHL,Paris,Medium
103968,ACC-AW-M-600412130,"	1",0.05,15/4/2020,4,2020,11899, Cash ,On Line,25\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Spain,Marcelo Bayo Nez,@male,41,DHL,Paris,Low
104008,ACC-AW-M-600412130,"	1",0.05,6/4/2020,4,2020,12716,Credit Card ,On Line,7\4\2020,4,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United Kingdom,William Foster,@male,42,UPS,London,High
107927,ACC-AW-M-600412130,"	1",0.25,2/8/2020,8,2020,73583, paypall,On Line,11\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Belgium,Aurore Charles,Female,59,DHL,Berlin,Low
108157,ACC-AW-M-600412130,"	1",0.25,29/8/2020,8,2020,96870,Cash,On Line,9/1/2020,9,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Portugal,Marta Garcia,@female,29,FedEx,Paris,High
108173,ACC-AW-M-600412130,"	1",0.25,20/8/2020,8,2020,87969, paypall ,On Line ,29\8\2020,8,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Belgium,Marthe Traore Le Barre,Female,57,DHL,Berlin,Low
108379,ACC-AW-M-600412130,"	1",0.25,9/8/2020,8,2020,36595,Cash ,On Line,8/19/2020,8,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United States,Lorraine Knight,Female,51,DHL,Amsterdam,Low
105632,ACC-AW-M-600412130,"	1",0.15,2/6/2020,6,2020,49106,Credit Card,On Line ,6/3/2020,6,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Belgium,mile-Thomas Dumont,Male,30,DHL,Berlin,High
106015,ACC-AW-M-600412130,"	1",0.15,22/6/2020,6,2020,69312,paypall ,On Line,28\6\2020,6,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Spain,Piedad Noriega Alarcn,Female,54,UPS,Paris,Medium
106067,ACC-AW-M-600412130,"	1",0.15,12/6/2020,6,2020,65326,paypall,On Line,22\6\2020,6,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United States,Nicole Cole,Female,51,DHL,Amsterdam,Low
106302,ACC-AW-M-600412130,"	1",0.15,3/6/2020,6,2020,60869,Cash,On Line,11\6\2020,6,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Norway,Asbjrn Haugland-Berntsen,@male,35,UPS,Berlin,Low
103288,ACC-AW-M-600412130,"	1",0.1,15/3/2020,3,2020,18227,Credit Card,On Line ,3/27/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Netherlands,Daniel Kronenberg,@male,50,DHL,Amsterdam,Low
104956,ACC-AW-M-600412130,"	1",0.1,31/5/2020,5,2020,99525,Credit Card,On Line,6/7/2020,6,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Italy,Luciana Zichichi,Female,59,DHL,Rome,Medium
104803,ACC-AW-M-600412130,"	1",0.1,26/5/2020,5,2020,83275,Credit Card ,On Line,5/28/2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Netherlands,Lisanne Jacobs-Arts,Male,55,DHL,Amsterdam,High
104911,ACC-AW-M-600412130,"	1",0.1,3/5/2020,5,2020,41206, Credit Card,On Line ,5/4/2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,United Kingdom,Tina Brown,@female,25,FedEx,London,High
105362,ACC-AW-M-600412130,"	1",0.1,20/5/2020,5,2020,79773, Cash ,On Line ,21\5\2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Belgium,Luc Philippe,@male,24,FedEx,Berlin,High
101882,ACC-AW-M-600412130,"	1",0.1,4/3/2020,3,2020,42445, Cash ,On Line ,3/9/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,United Kingdom,Frank Metcalfe-Bell,@female,29,DHL,London,Medium
102665,ACC-AW-M-600412130,"	1",0.1,21/3/2020,3,2020,56545,Cash ,On Line,3/27/2020,3,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Germany,Mustafa Sontag,@male,57,UPS,Berlin,Medium
108951,ACC-AW-M-600412130,"	1",0.1,12/9/2020,9,2020,50223,Cash,On Line,9/26/2020,9,2020,Accessories,Scarves,Autumn/Winter,male,79,39.21594616,Norway,Joakim Lunde,@male,18,FedEx,Berlin,Low
105211,ACC-AW-M-600412130,"	1",0.1,11/5/2020,5,2020,45066,paypall ,On Line ,5/18/2020,5,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,United States,Brett Walker,@male,53,DHL,Amsterdam,Medium
109394,ACC-AW-M-600412130,"	1",0.1,26/9/2020,9,2020,86952, paypall ,On Line,30\9\2020,9,2020,Accessories,Scarves,Autumn/Winter,Men,79,39.21594616,Portugal,Mrcio Machado,@male,49,FedEx,Paris,Medium
100023,ACC-AW-M-600412140,"	1",0.4,2/1/2020,1,2020,83861,Cash,On Line,6\1\2020,1,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,United States,Mark Murray,@male,25,UPS,Amsterdam,Medium
100714,ACC-AW-M-600412140,"	1",0.4,18/1/2020,1,2020,30590,Cash,On Line,22\1\2020,1,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Netherlands,Job de Keijzer-Mathieu,Female,56,UPS,Amsterdam,Medium
110610,ACC-AW-M-600412140,"	1",0.4,14/11/2020,11,2020,28487,Cash ,On Line,17\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Netherlands,Mia van Herstal,Female,22,FedEx,Amsterdam,High
110888,ACC-AW-M-600412140,"	1",0.4,28/11/2020,11,2020,96833, Cash,On Line ,30\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Belgium,Amlie Delannoy-Collin,@female,47,UPS,Berlin,High
111257,ACC-AW-M-600412140,"	1",0.4,9/11/2020,11,2020,20086,Cash ,On Line ,19\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Australia,Kayla Davis,Female,50,DHL,Amsterdam,Low
111317,ACC-AW-M-600412140,"	1",0.4,24/11/2020,11,2020,37744,Cash ,On Line ,12/1/2020,12,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Spain,Amador Sez,@male,29,DHL,Paris,Medium
111363,ACC-AW-M-600412140,"	1",0.4,14/11/2020,11,2020,21229,Cash ,On Line,18\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Portugal,Artur Vieira-Maia,Male,49,FedEx,Paris,Medium
111647,ACC-AW-M-600412140,"	1",0.4,5/11/2020,11,2020,45134, Cash,On Line ,9\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Australia,Scott Hayes,Male,23,FedEx,Amsterdam,Medium
111666,ACC-AW-M-600412140,"	1",0.4,23/11/2020,11,2020,66960, Cash,On Line ,25\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,United Kingdom,Ms Victoria Collier,Male,31,DHL,London,High
112332,ACC-AW-M-600412140,"	1",0.4,4/11/2020,11,2020,18896,Cash ,On Line ,16\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Germany,Hans Josef Textor,@male,33,FedEx,Berlin,Low
100434,ACC-AW-M-600412140,"	1",0.4,14/1/2020,1,2020,27208,Credit Card ,On Line ,22\1\2020,1,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,United States,Kenneth Harrison,Male,39,FedEx,Amsterdam,Low
100682,ACC-AW-M-600412140,"	1",0.4,22/1/2020,1,2020,63932,Credit Card ,On Line ,1\2\2020,2,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Spain,Candelario Espinosa Vergara,@male,46,DHL,Paris,Low
110825,ACC-AW-M-600412140,"	1",0.4,11/11/2020,11,2020,27086, Credit Card ,On Line ,16\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Spain,Sigfrido Valenzuela Espaa,@male,30,FedEx,Paris,Medium
112864,ACC-AW-M-600412140,"	1",0.4,20/11/2020,11,2020,34475,Credit Card,On Line ,2\12\2020,12,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Australia,Justin Harris,Male,34,FedEx,Amsterdam,Low
100399,ACC-AW-M-600412140,"	1",0.4,25/1/2020,1,2020,37987,paypall ,On Line,1\2\2020,2,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Belgium,Alphonse Aubry-Vasseur,@male,34,DHL,Berlin,Medium
100489,ACC-AW-M-600412140,"	1",0.4,10/1/2020,1,2020,16279,paypall,On Line,21\1\2020,1,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Netherlands,Jayden van Nederlotharingen,@male,26,UPS,Amsterdam,Low
100610,ACC-AW-M-600412140,"	1",0.4,29/1/2020,1,2020,78909,paypall,On Line,2/12/2020,2,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Sweden,Ingegrd Jonsson,Female,44,FedEx,Berlin,Low
110363,ACC-AW-M-600412140,"	1",0.4,17/11/2020,11,2020,31104, paypall ,On Line ,20\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,Italy,Alfredo Juvara,Male,49,DHL,Rome,High
111434,ACC-AW-M-600412140,"	1",0.4,8/11/2020,11,2020,42369, paypall,On Line ,11/15/2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Germany,Ingmar Jessel,@male,40,DHL,Berlin,Medium
111821,ACC-AW-M-600412140,"	1",0.4,18/11/2020,11,2020,13298,paypall,On Line,11/19/2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Spain,Evelia Melero Cifuentes,@female,40,DHL,Paris,High
112297,ACC-AW-M-600412140,"	1",0.4,10/11/2020,11,2020,88348, paypall,On Line ,11/11/2020,11,2020,Accessories,Scarves,Autumn/Winter,Men,59,27.74638381,United Kingdom,Dr Lesley Bailey,Female,22,UPS,London,High
112523,ACC-AW-M-600412140,"	1",0.4,1/11/2020,11,2020,77076, paypall,On Line ,7\11\2020,11,2020,Accessories,Scarves,Autumn/Winter,male,59,27.74638381,Italy,Antonello Magnani,Male,46,UPS,Rome,Medium
